
Entry	g_ordered-locus	g_name	PDB
A0A024R556		MS4A7	
V9GYK9		RNF146	
Q5DT02		UGT1A10	
E9PKT0		PGAP2	
Q5TEC6		H3-2	4H75;
B3KUS5		USP30	
H0YDB0		GSDMD	
Q5STK2		PFDN6	
Q6VHS6		CYTB	
K9M370		COX2	
A0A0G2JKB6		AGER	
A0A126GVN4		OR4N5	
A0A024R3H3		LOH11CR2A	
K7EKX8		HDHD2	
B3KRS4			
A0A023QR89		COX1	
A0A0S2Z517		GPR56	
M0QZG5		CD209	
Q6ZW74		LGALS17A	
B1APM2		RGS5	
H0YLF3		B2M	
A8K761		NDUFB10	
E9PJC0		PTP4A2	
B4DMZ6		MMP23B	
Q5ST80		FLOT1	
Q5SWX3		CAMK2G	
E9PNV7		ZNF707	
G5E943		SLC29A2	
V9N9G5		COX3	
Q6P521		FAM13A	
W4VSQ4		MGRF	
Q75MG1		BZW2	
F2X1B0		CYP2B6	
Q2Q9S4		IDH3G	
A0A1U9IDS2		CYTB	
A0A342YCK1		COX1	
B4DKB5		DPP10	
K7ER67		LGALS3BP	
A0A024R5K3		NDUFS8	
Q85KT4		ATP6	
A0A1N7SYJ1		HLA-DPB1	
A0A5C2GJH4			
A0A346RF06		SLC4A1	
Q4GMK4		NADH5	
A0A024R2K9		AZI2	
H0YH52		HYDIN	
A0A181C503		HLA-C	
A0A5C2G3S4			
A0A0G2RGN3		ND5	
D3DSZ4		SLCO6A1	
A0A024R361		NEIL2	
I6TMT6		HDM2	
A0A061DEZ3		HLA-C	
Q6NZ39		LMX1A	
A0A1W2PS02		POMP	
A0A4P8DJY3		HLA-B	
Q9GZM4		SCN3A	
Q53ZD3		FOXL2	
Q9H5M2		FOSL2	
A0A024QZA5			
Q8NBU1		STK3	
D3DTW0		TTLL6	
Q9H356			
D3DU05		TLK2	
A0A1W2PRK8		KIR3DL1	
D6BZN8		ATP6	
E9NHG6		GYPB	
A0A087WZL4		EPHB6	
A0A2K4N8I1		HLA-B	
O00248			
H9RU15		ND3	
Q85KT3		ND5	
A0A142IKA9		AKT1	
A0A3G4RIH4		HLA-C	
H9RHH4		ATP6	
A8JN36		CYTB	
D6W5C2		RTN4	
A0A142IKC3		MPL	
A0A0G2JQN9		MUC4	
A0A1L4AQQ8		BCL2	
A0A0A0YLX2		U38	
A0A218N9R3		HLA-B	
A0A5C2FZE9			
H9SZG1		ATP6	
A0A1B0RYB9		TSHR	
A0A5C2G7D5			
B5BU83		STMN1	
J3QZS3		ND6	
A7Y9X0		CYTB	
A0A0S2Z433		NDUFS4	
A0A087WZR1		IFI27	
F6KD01		PTEN	
B2RMP2		SLC41A1	
A2I9Z0		TP53	
Q86YX2		MTF	
Q2M3K2		RGS6	
Q9BXS2		C10orf110	
Q761V2		p53	
K7EPA0		KIAA0355	
Q4GVS7		NADH5	
B4DDP9		SCLY	
I3ZNN6		FADS1	
Q9UI82			
A0A343KLF8		ND4	
D6W625		CHAF1A	
G3XA89		MDM2	
A0A023QFF6		ND6	
B8K2F4		UGT1A4	
A0A343JXU5		ND5	
Q003V6		F8	
Q8TDP4		CCR3	
D6BZU5		ND5	
Q8WTQ6		SCN5A	
B7Z3E2			
E7EV59		ATP6V1C1	
A0A158VVJ5		CEACM19	
B1AK85		CAPZB	
V9HWI5		HEL-S-15	
A0A2U3RU99		HLA-B	
C9JVJ0		RNF148	
A0A0C4DFP7		C1QTNF1	
F1B631		ND2	
D6R989		TCP11	
A0A126GV65		OR10K2	
D3DUT9		CD163L1	
A2AE50		TRIM26	
K7EPY4		GPI	
A0A1W2HC15		HLA-DRB1	
V9HWJ5		HEL-S-90n	
J3QLK7		OSBPL7	
H9E7E3		COX1	
A0A024R870		LRSAM1	
A0A0U5BZT5		KIR3DL2	
A0A126GWB3		OR3A3	
B5MCU1		MTIF2	
A0A024R207		PALM	
A0A024R0Z0			
C9J3C1		NUCB1	
A0A087X1V4		LAIR2	
B4DI05		ZNF263	
C9J012		ROPN1	
A0A343SXQ5		COX1	
Q3KRG0		LOC145757	
Q17RA0		IL6ST	
I3L0U5		CCDC137	
B1AQT3		NUF2	
Q0ZCG7			
B4DF03		OATL1	
H9QQX3		CYTB	
A0A343FA61		ND5	
B4DJC1			
A0A0C4DH44		RPL30	
D5K9S7		POU5F1P3	
A0A024R2Y5			
A0A5C2G0E2			
D5M834		ND5	
E5RHX6		SCIN	
F5H381		SSPN	
D2IYL3		C6orf15	
J3KNG4		SCFD1	
F8VTQ9		TMTC1	
F8WEW6		RNF8	
K7EQR2		SPIRE1	
F8VZQ9		SARNP	
A0A5C2GY26			
A0A0C4DG89		DDX46	
B7ZMN2		XKR3	
A0A024R0N2		SERTAD3	
D2XT27		OR12D3	
Q9UBH5		CLN3	
A0A024R0K2		CSDE1	
Q6IBA9		TNFSF10	
G3V4V7		SERPINA6	
D6RCD9		TMEM175	
A0A3G5BX83		COX3	
B7Z5J4		CPA4	
A0A0S2Z428		KRT6A	
E9PQQ5		GNPTG	
Q9NV28		ARHGAP12	
B4DFZ0		LMF1	
Q5JVZ5		ELMO2	
A0A126GV80		OR10C1	
A0A024RDT6		C13orf1	
U3KQL0		SNX5	
A0A0C4DFN5		TCTN3	
Q3KNT2		ETV2	
E9PJX5		BLK	
H9ZYJ2		TXN	
A0A0B4J1Z0		COBLL1	
D1KF47		PAX6	
G3V159		HPS5	
A1L1A3			
J3QL06		HYOU1	
Q1W6G4		LUC7L	
B4DMU5		GNL3	
A6NIW5		PRDX2	
Q546G0		CD33	
Q5QPP1		GALE	
A0A024RAD9		C1orf63	
F2Z3E8		ATIC	
A0A024R2L7		CLASP2	
D6RH14		SHISAL2B	
B4DK47		TBC1D7	
A0N071		HBD	
F2Z2E6		LZTFL1	
H0YKW6		FRMD5	
H3BV34		PMM2	
H3BSY4		BCAR1	
Q8IZB0		CYP4B1	
V9HW06		HEL-S-51e	
A2AB09		FLOT1	
D6R4X9		ND5	
G5E9N2		TRO	
Q9HBD4		SMARCA4	
A0A0U5KKF1		HLA-DQB1	
A8MTC6		RAB37	
G3XAL6		F2R	
Q5CAQ4		TRAP1	
G3XAN5		ASPH	
B7Z7P0		UBE4A	
A8MVZ6		BICD1	
B7ZLT2		TEX38	
F5H3U6		PIWIL1	
C1K0Y5		HLA-Cw	
J3KSQ7		FRG1	
D6R947		SPATA20	
A8K2M0		PSMC4	
K9R3V8		COX3	
G3XAD2		FUT8	
C4P0B1		DISC1	
F5GXK3		HYDIN	
Q5JPT6			
F5GX28		KDM4B	
D6RIY0		ZNF141	
Q06TE6		COX2	
Q86UT2		RICS	
K7ELJ2		GIPC1	
A0A1B0GXH0		HMOX2	
A0A024R1B7			
Q85KU6		cytb	
A0A024R5M5			
H3BLT8		CCDC78	
Q31611		HLA-G	
A0A1J0PU08		ND2	
A0A0K1JRJ6		MAP7D2	
A0A5C2G086			
A0A1G4HPW8		HLA-A	
V5JPE6		ATP6	
B0JEG1		RHD	
U3KPX7		SMN2	
V9K354		CYTB	
A0A342YPJ4		ND4	
A0A386IQC5		RHD	
A0A0G2JJF5		AGER	
A0A1U9X938			
A0A0G2JLX7		KIR3DL2	
A0A1W1W540		HLA-C	
A0A248J1I3			
A0A1W6ER20		ATP6	
O00249			
A0A087WU06		TUBGCP3	
A0A5C2GIP1			
A0A5C2GES1			
A8K122		KIAA1946	
D3DPU8		COL9A2	
A0A346RD54		CR1	
A8JMW8		ND5	
H0UI21			
A0A5C2FX36			
H9T0Z6		ND3	
Q9HBT2		HSFA	
G9LDM6		CYTB	
V9Q977		MC1R	
Q2TB72		B3GNTL1	
B6VEX4		ABI1	
A0A059S8A4		COX2	
A0A023QKL5		ND5	
A0A087WTT2		TMEM230	
A6YWL9		ND1	
A0A1B2FJW9		APOL1	
Q6FII1		LOC51064	
A0A1B0TCB9		cytb	
Q6PL43		TMEM44	
B4DIP2		ERBIN	
A0A024RDZ9		RP11-98F14.6	
A0A024R1T2		KRTHA5	
B9EIK1		OR1Q1	
V5JHM8		CYTB	
A9X868		NAT2	
A0A224MKK0		HLA-DRB1	
A0A1L2EGK2		ND5	
Q5QPM7		PSMF1	
B4DR95			
A0A343SY73		ND2	
G4XMV9		RHD	
H0YLS3		USP8	
A0A059RLQ9		COX3	
Q85KY8		ATP6	
Q53GC0		SERTAD1	
A0A024QZ26		HDAC6	
H3BR27		RBMX	
A0A024RBC1		DUSP6	
B7Z589		SLC6A9	
B7Z3T3		SLC12A5	
B1A4G7		GH1	
A0A024R8Y5		SLC19A2	
A4D2Q3		GPR146	
B3KNL2		RUVBL2	
E9PD14		RACK1	
H3BMP2		BFAR	
Q9B2X3		ND2	
D6R9S7		SLC41A3	
D6R9R1		MCCC2	
Q8N1U3			
S4R3L4		GALNT6	
C9JND7		GIMAP2	
H9NIL4		RABGAP1	
A0A0A6YYA8		CHRFAM7A	
E7EP60		ITGA4	
Q7YCE2		ND5	
B2RNB2		ADAM17	
K7EII8		PLEKHM1	
A0A024R5D5		ANKRD13D	
A0A024R1F4			
A0AUY0		RABL2A	
C9J2U0		CCNE1	
H7C1Q2		SETD5	
B1AKA7		TFEB	
G5E9G0		RPL3	
A0A024R6D3		ENTPD5	
A0A1U9X8A4			
D6RA92		ANAPC10	
Q8TDQ4		TMEM222	
B5BTZ8		SNRPB2	
Q5U045		CSNK1E	
B4DZ85		NCOA4	
A0A024RA89		STARD3NL	
A0A2R8Y553		SLC25A38	
A0A5C2FVZ6			
Q16524		ZNF	
A0A343GRY7		ATP6	
B4DHF6			
M0R399		CPT1C	
A0A059RIF4		ND1	
F8WF31		ASB11	
A0A1B0GW11		ARHGAP21	
A0A2R8Y5S3		TSC1	
F1B5V3		ND2	
H3BUK5		LOC112694756	
H7C066		MBD5	
I3WA72		EGFR	
B7ZAR9		PDPR	
A0A2R8A5N5		KIR2DL1	
A0A024R0Y9		LMBR1L	
Q8N0X1			
B9TX03		MED16	
H0YEN2		PPP6R3	
C9JM46		GPD1L	
Q6IBK0		STAR	
A0A1Y6MTG6		HLA-DPB1	
Q5VW52		GPAM	
X2CVF3		AKT1	
A0A5C2GB30			
A0A059RIA0		ND6	
B4DN21			
A0A024DAF4		ITGB2	
Q4ZEF0		ND2	
H0YAZ3		SORBS3	
A0A5C2GV35			
A0A023QEQ5		ND5	
A0A5C2GDR6			
Q9BYZ7		SLC6A18	
A0A024R548			
J7M2B1		EZR-ROS1	
B7ZBP3		MALRD1	
E9PSG6		CCDC90B	
A6ZJ12		TRIM39R	
H6WHL7		ND2	
Q7YCG2		CYTB	
J3KPR9		SLC6A4	
Q12831		GYPA	
M0R1M9		CFAP221	
H9SY95		ATP6	
Q6P4F9		RASAL2	
B3CJ65		MYC	
A0A2R8YD30		EPB41	
H0YDW1		PPP6R3	
A0A5C2GK52			
A0A0A0MTL8		SLC39A1	
D3DVS7		D4S234E	
A0A0A0MS84		CEP83	
A0A5H2US31		HLA-DQB1	
A0A024RD48		CCND3	
H0YAU5		ACSM1	
Q8TDM8			
A0A5C2GLD3			
A0A5C2FW49			
A0A5C2GWZ7			
V9JUH7		CYTB	
H0YF16		AMPD2	
J3KQW3		TMEM44	
A0A2S0SYZ6		HLA-DQB1	
A0A4D6FST5		COX2	
F8QWU2		DUX4	
K7EKG7		RAD51D	
Q4GHW4		cytb	
A0A024RAS0		PTPRO	
Q7KZZ1		FUT2	
A0JNU9		TBC1D1	
A0A5C2H3X8			
A0A5C2G1P1			
A0A0G2JID9		AGER	
A0A5C2GB22			
D3DVK8		CAMK2B	
Q5XRB3		ND1	
A0A2H4WPY6		HLA-A	
A0A2R8YGL0		TSC1	
Q14WT3			
A0A5C2G2K1			
A0A494C0D8		FBN3	
H9S7P5		CYTB	
Q59HC2			
Q86XR9		F9	
A0A024QZP5		COL13A1	
A0A024R8B6		NUP214	
H3BQ35		ZKSCAN2	
E1NZ99		UTY	
H7C2A4		STK36	
B7Z6T4		RDBP	
A0A0U5Q0C2		HLA-A	
A0A024R8M2			
A0A044PY82		MISP3	
E5QA88		CYTB	
A0A5C2GJJ1			
A0A024RCF3			
A0A0G2JQD0		LSS	
X6RH80		PHF11	
Q8WCX1		ND5	
Q9P1N5		GLRX5	
Q6VLM1		ND6	
A0A4D6CPB0		ND5	
B3KRB8		DPH2	
Q8WTQ0		DRD4	
A0A343JSI1		ATP6	
A0A1B2FJT1		APOL1	
A0A1C3PHY3		HLA-B	
A0A2H4RK86		HLA-B	
B1NUU1		ND4	
F5CUJ0		CYTB	
A0A0B7NNJ3		HLA-C	
Q6ZUT0			
A1DV00		ND5	
G3V170		UCK1	
H7C3G7		CWF19L2	
Q4GQE0		cytb	
A0A090N8Z6		ACCN3	
I3L4W4		SRR	
Q9NXW1			
E5RIB5		REEP4	
A0A3S6RGL3		HLA-DRB1	
A0A5C2GIJ4			
Q5T5P1		KIAA1217	
A0A0G2JS91		MUC4	
A0A0B7NNL6		HLA-C	
H3BPG8		XPO6	
H0YAM9		PLXND1	
E5E0Q0		ATP6	
S4R3P5		MMAB	
E9PS60		PDE4DIP	
H0YEH7		ING4	
Q5T2H3		AIG1	
K7EJI2		SLC25A39	
E5RG72		ST3GAL1	
B2XMD0		cytb	
F5H0A1		KDM2B	
D6RB54		TTC23L	
D6RG12		CCNI	
A0A5C2GPR2			
D3DVM1			
M0QZJ3		KANK3	
J3KSL5		CYB561	
H9KV50		SELENON	
A0A583ZBW7		HLA-C	
A0A087WVM7		EMG1	
M0R140		RPS19	
F8LFZ7		HLA-DQB1	
C9JAH2		HDAC7	
C9JNW8		ATG3	
A0A5A4M3K1		HLA-DPB1	
H9PLI6		ATP6	
K7ENA5		ZNF875	
A0A127AXB3		RAX	
A0A059RU17		COX1	
Q8N706		TMOD4	
C9J3D7		CROT	
J3QKS4		TSG101	
C9JM82		SEPTIN5	
F8VVD7		TAFA2	
A0A2R8Y4M9		IQCF6	
F8VTQ5		HNRNPA1	
X5D2G4		DRD3	
Q5SNW7		MTHFR	
A0A126GVT8		OR2Z1	
C9JS57		C2orf88	
G3V2A5		IL11RA	
H0YBR4		CYP11B1	
E7ES26		IKZF2	
E5RII9		PTK2	
H3BS25		SCAPER	
A0A140VK08			
E5RJ69		SLA	
C9JPE1		SLC25A20	
A0A087WTC5		CSTL1	
D6RD57		OTULIN	
J3KPK1		SYNJ1	
C9J826		JUP	
F5H6S5		C1RL	
A6PVT7		KCNQ5	
E9PEJ4		DLAT	
A0A1B1CX42		HLA-DRB	
H3BQW3		CNGB1	
E7EM70		SP110	
A0A4P2SV37		HLA-DPB1	
H7BXT2		CRACR2A	
H0Y4X7		PHF11	
A0A126GWQ5		OR56A4	
H7C424		SENP5	
D6RBI4		CALCOCO2	
A0A3B3IRX2		PLA2G2A	
A0A4V0NPD0		HLA-DPB1	
D6RAR9		DCTD	
B4DG25			
E5RJD4		PCDH12	
D6RD89		PHYKPL	
D6RFJ7		ALDH1L1	
F5GZ03		TCP1	
H3BQX2		PDP2	
H3BQK1		MARVELD3	
H7C5Z8		FAS	
S6CQR3		HLA-DQB1	
I3L0I7		ZNF140	
A0A0F7RQJ0		DDT4	
A0A2R8Y6S8		TSC1	
B9EIR1		LOC440313	
F8WC18		LBH	
X6RCI6		PHYHD1	
I3L1V9		ATP1B2	
A0A1W2PNW4		FLT1	
F8WCR1		RPL3	
C9JYP5		LAMP3	
G3V3W9		AHSA1	
G3V2U0		CFL2	
G3V3G6		CASC1	
A0A1W2PPB9		PRAMEF13	
H0YJP5		BAZ1A	
H7C227		SLC20A1	
F8WCA7		SPEG	
H0YG02		CHN2	
C9J4I2		GAL3ST1	
H7C3D5		RETREG2	
J3QKQ6		ZNF124	
F8WAZ6		PMPCB	
E5RH89		ZNF354B	
A0A5H2UD38		HLA-DQB1	
A0A2R8Y4K8		SAMSN1	
A0A087WTS1		ADAMTS9	
V9GYY1		GLMP	
D6RCC3		PROM1	
B5A958		FGFR1	
Q3B759		TNNT1	
Q9HAJ2		Nbla00301	
Q5KU18		KPG_010	
B7ZLZ1		APOBEC3A	
B4E2E0		DYNC1LI2	
A0A024RCI6		ARMCX1	
E9PI39		EEF1D	
G5EA50		AEBP2	
A0A3G9HN97		DDX60	
Q5TB16		C1orf54	
A0A024R694		ACTN1	
A8KAF9		RP11-311P8.3	
B4DUA7		MED29	
Q6IBE6		SIAT4C	
A0A024R1F6		NF2	
A0A024R6C4		NUMB	
H0Y4M1		EFCAB5	
A0A024R5Y2		MAP2K5	
A0A024R1D7		GAL3ST1	
D6RAN8		MRPL27	
G3XAM5		NSG2	
K7ENK1		G6PC3	
B7Z8N6		CLK2	
A0A024RBG9		RIC8B	
B7Z645		SYNCRIP	
B4E331			
B4DY40		MDH1B	
H3BT45		MPV17L	
I3L167		CORO7-PAM16	
Q75L80		CLDN4	
K7ESI1		RAD51D	
Q5JY90		BTK	
Q58EY0		RORB	
J3KQ52		GZMB	
E7EQJ1		RUNX1T1	
B0YJB4		TTC12	
I3L0X1		ALDH3A2	
D3DPU2		CAP1	
E9PBQ4		NR4A2	
V9GZ78		MTHFD1	
F1D8Q7		NR2B3	
A4D0W7		WNT16	
B4E1E4		EIF4E2	
B1PKZ2		HLA-A	
U3M9Q4		COI	
A0A286YFM2		MFSD8	
J3KRI0		CABYR	
F8WF65		EEF1B2	
W4VSQ9		TRIP10	
B3KNK9		GOLPH2	
A0A024R248		C9orf89	
B1ANN8		MXI1	
Q96LV9		TRPM6	
A0A087WUE5		CCL16	
A0A384NYV7		CAPS	
A0A1W2PRA8		PAX6	
A6YZ48		ND5	
C9JEA3		NEU4	
K7EJ41		TOP3A	
A2AB20		KIFC1	
A0A090N8Q6		PRKAG2	
A0A2R8YD14		RPS24	
A0A126GVZ9		OR10R2	
A0A024R8B2		FREQ	
M0QZU6		DMKN	
A0A059RXE8		COX1	
B3KP50		WDR73	
A0A024RCJ0		DDR1	
Q14DE0		C20orf185	
J3KTP9		HYDIN	
A2A2L3		ADAM33	
M0R3B6		KANSL3	
E9KL36		HEL111	
A0A024R604			
C9JHN6		HDLBP	
A0A024R1L9			
F1T0D3		SLC1A7	
A0A1W2PR02		GOSR2	
B4DVF8		HNRNPL	
Q9BSN4		SCD5	
Q96Q33		ALS2CR14	
A0A087X2C8		TADA2A	
I3L0Y6		NMRAL1	
A0A4P8PLQ7		NBDY	
Q9B2U6		COX3	
L8B8W7		HLA-DPB1	
A0A024R877		ALAD	
A4D1L5		UBE2H	
Q5DSZ8		UGT1A6	
Q5SSB8		MOG	
B3KU75		KIAA1737	
E2J9M0		PTPN14	
A0A0A0MRV3		WRAP73	
C9JEG4		MYL7	
B4DYU2		COG8	
B3DD95		COX1	
B7Z5B4		CEACAM3	
A0A024RB65		CTDSP2	
A0A024R1U2		PHF5A	
I3L0L5		TRPV3	
A1L0W4		MBD5	
B7Z524		HBS1L	
G3V0J1		CCN6	
Q6PKD1		KIF5C	
Q5SZK3		WASF1	
J3KRY7		TMEM208	
A0A024R8S8		RECQL5	
K7ERS8		ENO1	
A0A1W2PQU5		ADGRV1	
G0XQ39		STIM1	
E9PAS2		ATP6V0E2	
G0LNT7		TCF4	
F8VSF7		PFKM	
A0A024R9K2		BAHD1	
A6NLJ7		UCHL1	
B8ZZZ7		SPATS2L	
E3NZD8		KIR2DL3	
Q9NSV5		AQP6	
E9PBF9		ATF2	
H7BYY1		TPM1	
Q9HCU2		PCBP4	
H3BM42		GLG1	
A0A1U9X7T9		HLA-DQA2	
Q504T0		ZNF101	
B2RBR3		LYPD3	
B7Z6W2		TANGO2	
Q6FG85		GC20	
Q8TAE1		PPIL6	
A0A1U9X7S6		HLA-DQA2	
A0A087WXF5		TTLL9	
A6Z7M3		ND1	
B2R5I2			
Q19UM2		F9	
J7HBE3		RAET1L	
B2D3Q0		ATP6	
Q6W4W4		AAA1	
L0E7R4		ND2	
A0A024QZW0		TPMT	
A0A0G2JMQ9		KIR2DL4	
A0A2P0W8G2		HLA-C	
D3DW69		C15orf17	
D3DTD6			
I3V9T0		CTSC	
A0A024R1V3		NBR1	
A8K7Q2		HSPA8	
A0A5C2FY97			
Q29943		HLA-B	
A0A2K4N7W7		HLA-B	
A0A4D5RAS2			
A0A343KXQ4		COX1	
F1B678		ND4	
M1LM67		ATP8	
D3DVL7		TBRG4	
G8JLG2		CDSN	
H3BTL1		MAP1LC3B	
F2Z2E8		BRD9	
V9N518		ND4	
A0A1W1B5Q9		HLA-A	
A0A1B0W3R8		ND5	
A0A143FYQ0		ND4	
S5RV20		CYP2C9	
R4GN89		C16orf74	
A0A343I8T1		ATP6	
A0A2L0V4I1		HLA-C	
D6R5V7		ND1	
A0A0B7NXX4		HLA-C	
W5VF19		CYTB	
A0A087X0S3		TMEM179	
V9QAR2		MC1R	
B0QYX1		PPARA	
A0A090N8Z1		GPR154	
A0A5C2G1L2			
A2ADX3		HLA-DQB2	
A0PJZ8		C10orf122	
A0A024RA84			
Q5JW85		GSTA3	
A0A346XLW0		TP53	
A0A5C2GWB6			
A0A1W1B630		HLA-C	
A0A1W2PQS6		RPS10-NUDT3	
A0A0G2JL88		C14orf93	
N0GVR9		DYRK1A	
B3KT51		TM2D3	
Q15H38		ND2	
H3BMS9		FAM71D	
G3V1X7		C12orf29	
A0A3S6RGF5		HLA-C	
G0XYD8		CERKL	
V9HW78		HEL-216	
F4MHD4		UTY	
G4Y815		SNCB	
Q9NVQ7			
A2I2P1		CRY2	
D3DWY0		IKBKG	
D3DS92			
A0A024RBQ5		OAS3	
Q7Z7K5		PXN	
H9E7A3		ND2	
T1Q6I5		ND6	
A4ZLI8		COX3	
A0A024RB27			
A0A343FBA5		ND2	
A0A024R741			
A0A024R5Q6		MYEF2	
Q5VZ77		CCL27	
Q5SVM7		RPS6KA1	
Q4G115		DNAI2	
A8WDK6		ATP6	
Q9BUM6			
D3DRL4			
J7HEN7		RAET1L	
E9PNW6		EEF1D	
D3DRM8			
D7P9M4		ATP6	
A0A2R8Y5B5		SLC19A2	
F8W866		MS4A4A	
A0A023QMV4		ATP6	
Q3YB51		BRCA1	
Q9UI52			
F8WC89		SAC3D1	
A0A024R583			
A0A024R5H0		BANF1	
A0A024RB50		B4GALNT1	
A0A024R6N9		SERPINA5	
A9UKD1		UGT1A3	
A0A126GWI2		OR2A25	
A0A024R794		TNPO3	
Q0ZK24		ND5	
A0A024RBJ4			
A1MA61		EPHA4	
A0N4Z9		Tcr-alpha	
H3BRW5			
B4DQU3		C9orf3	
Q9Y273		N4BP2L1	
C9JSF9		ZNF107	
D6R9D3		HNRNPH1	
H9PJE2		COX1	
E7EST5		KIR2DL4	
A0A087WVG5		ALG13	
E9PMJ5		VAV3	
A0A024RC21		CABYR	
Q6P4E4		RPL37A	
H0Y8Q8		PRR27	
D9ZHQ3		NRG3	
A0A087X004		GLS2	
H0YNL7		PIGH	
A0A087X126		ACACA	
M4PM71		SLC12A5	
K7EIY2		ANGPTL8	
Q7Z755		POLR3A	
A0A024RA85		CDC2L5	
A0A024R0L6		PAFAH1B3	
A0A024R6B2		ANGEL1	
G3V113		UBE2V2	
A0A3B3IS67		TFPI2	
J3KQU4		TOM1L1	
F8VNW6		PFDN5	
A0A384DVK4		R3HCC1L	
A0A087X2F1		ZSCAN26	
B4E1Q4		RIOK3	
B4DXG3		GDF9	
B2RWN7		DMXL1	
E5RHL9		CNOT8	
F6TI76		CLN3	
A0A384N6A4			
A0A075B7F9		NBPF26	
A0A2R4SDD6		HLA-B	
C9JI46		LCORL	
A0A024R0T9		APOC2	
A0A1B0GX40		PCSK7	
C7B303		ND2	
A0N4Z2		Tcr-alpha	
A0A068BKC1		ATP6	
B4E099		DBF4B	
A7XT95		cytb	
A0A0G2JHB5		MICB	
D6W5R7			
A0A0A0MQW8		GPR161	
A0A5C2GIY1			
A0A024R5T3			
Q86TX5			
B0ZBE0		ADRA1D	
Q8NBY1		STK26	
Q5T427		ZNF438	
A0A024R5B3		AYP1	
E3VLD0		SFTPA2	
T1SSS1		ATP6	
A0A3S6RHH8		HLA-DPB1	
A2RRB2		ZNF608	
H7BZZ7		CNOT10	
A0A024RBG4		PAH	
A0A0G2JJI5		TAPBP	
L7SDL5		ATP6	
A0A223FLI8		HLA-A	
D6RF21		MTRR	
K7ERI7		RPL22	
X6RCY3		EXO5	
B3KMK8			
G3V3S0		CCDC88C	
A0A024QZA9		BCKDK	
V9J6I9		ND6	
H0YIT6		GAS2L3	
F6SXL5		DDX39B	
G5E9U7		PHC3	
H0Y6K7		HERC4	
D3DVS8			
Q5T3G3		TLE1	
H0YAL9		TMPRSS11A	
A0A0H5AUY0		WT1	
G4VZ16		ATP6	
A0A0A0PNS8		CYTB	
H3BS65		PIAS1	
K7EM03		MPPE1	
C9JER0		POMZP3	
H3BLU0		PRRC2B	
A0A0G2JSE2		MUC20	
A0A343SRG5		ND2	
A0A141MJH1		HLA-B	
B8YQJ5		ND5	
A0A087X085		JADE2	
H0Y424		LMO7	
A0A0G2JJR8		BAG6	
B2MYP5		ATP6	
A0A0G2JHJ2		GTF2H4	
A0A024R007		CAGE1	
C8YCT5		ND6	
Q4GR66		NADH4	
A0A5C2GV28			
A0A5C2G100			
B2R5T5		PRKAR1A	
H3BQ70		PARP6	
D3DP96		RND3	
K7EKL1		NEDD4L	
A0A0G2JH42		SAPCD1	
D3DPD1			
Q8NI86		OK/SW-cl.24	
D2CTD6			
D7NUP8		ATP6	
C9D603		ND5	
D3DUZ1			
H0Y7X4		OSBPL2	
A0S2H8		ATP6	
Q29689		HLA-A	
A0A024R5U7		SLTM	
A0A1W1RN11		HLA-A	
Q8NFY2		RHD	
A0A5B9M1R3			
I3QB80		ND5	
B4DLT2			
A0A024QYY7		ULK2	
D3DUA9			
H3BMG2		ZNF267	
Q6R5J3		ABO	
H9LKY3		ATP8	
H0YAG6		IFT122	
A0A2H4UJZ5		HLA-C	
E9PQ57		RAE1	
B7Z4R5		P2RX4	
A0A5C2G219			
A0A2R8YDW8		SPG7	
A0A024RCD8			
J3KS69		HACD1	
A0A411L990		ND5	
A0A5C2GZR3			
A0A5C2G344			
B8X4N0		COX3	
A0A059RRX9		ND4	
C0IMW8			
A0A2R4LFR3		SCN1A	
F2Z2V2		THOC2	
A0A024R3L0		CCDC84	
E9PMI6		CLNS1A	
S4R347		FNBP1L	
E5DY09		ND1	
B1APK7		DESI2	
A0A087WUX4		CACNA1C	
D3DN91		POLQ	
B1B5Q3		ASAH1	
H0YCD7		OSBPL5	
B2R5W3			
A0A1C3PHW8		HLA-C	
A0A087WVU3		NKX2-3	
H0Y991		COL12A1	
K7EQY6		TRMT1	
A7MAY2		ZNF167	
A0A2R8Y7Q1		BPTF	
A6ZC37		ATP6	
B7Z3D5		MTMR1	
A0A096LNX2		PCDHB2	
Q5W0C9		TOR3A	
H0YFU6		CMTM7	
A0A0E3D6M1		MAGI2	
H3BSK4		ARIH1	
H3BTM3		E2F4	
K7EPE5		TUBB6	
C9JIX8		EPHA4	
D6R981		SLC35B1	
K7EK09		AFMID	
F8WEY7		MKLN1	
A0A583ZB34		HLA-A	
V9HWB9		HEL-S-133P	
D6RHG2		PDK2	
Q67AK5		HLA-DQB1	
Q5QPL9		RALY	
J3KSP2		RPL38	
E9PK39		LRRK1	
A0A0A0MRF6		AKAP9	
J3QS51		ISYNA1	
Q67AH3		HLA-DQA1	
A0A1B0GTN0		CACNA1D	
V9GYL2		SMIM8	
F8WBQ0		SPAG16	
M0R2Z0			
C9JP51		FAM131A	
A6Z7V2		ND2	
K7EPS4		MXRA7	
K7ES63		TUBB6	
A0A1B0W3A7		COX2	
I3L3S5		TNRC6A	
C9J110		DLG1	
A0A3S6RHR2		HLA-DQA1	
A0A4P2SSQ6		HLA-DRB1	
A0A5A4LHS9		HLA-DPB1	
A0A087WZF1		LPP	
F8WDL6		FOXP2	
G3V5K2		NEMP1	
